Date,Price
2019-11-16 00:00:00+00:00,536
2019-12-07 08:06:45+00:00,538
2019-12-28 16:13:30+00:00,531
2020-01-19 00:20:15+00:00,518
2020-02-09 08:27:00+00:00,511
2020-03-01 16:33:45+00:00,480
2020-03-23 00:40:30+00:00,461
2020-04-13 08:47:15+00:00,471
2020-05-04 16:54:00+00:00,492
2020-05-26 01:00:45+00:00,517
2020-06-16 09:07:30+00:00,523
2020-07-07 17:14:15+00:00,527
2020-07-29 01:21:00+00:00,542
2020-08-19 09:27:45+00:00,556
2020-09-09 17:34:30+00:00,525
2020-10-01 01:41:15+00:00,533
2020-10-22 09:48:00+00:00,545
2020-11-12 17:54:45+00:00,554
2020-12-04 02:01:30+00:00,564
2020-12-25 10:08:15+00:00,573
2021-01-15 18:15:00+00:00,560
2021-02-06 02:21:45+00:00,507
2021-02-27 10:28:30+00:00,532
2021-03-20 18:35:15+00:00,557
2021-04-11 02:42:00+00:00,555
2021-05-02 10:48:45+00:00,564
2021-05-23 18:55:30+00:00,531
2021-06-14 03:02:15+00:00,562
2021-07-05 11:09:00+00:00,570
2021-07-26 19:15:45+00:00,552
2021-08-17 03:22:30+00:00,578
2021-09-07 11:29:15+00:00,586
2021-09-28 19:36:00+00:00,558
2021-10-20 03:42:45+00:00,556
2021-11-10 11:49:30+00:00,528
2021-12-01 19:56:15+00:00,523
2021-12-23 04:03:00+00:00,542
2022-01-13 12:09:45+00:00,525
2022-02-03 20:16:30+00:00,506
2022-02-25 04:23:15+00:00,537
2022-03-18 12:30:00+00:00,474
2022-04-08 20:36:45+00:00,519
2022-04-30 04:43:30+00:00,510
2022-05-21 12:50:15+00:00,479
2022-06-11 20:57:00+00:00,503
2022-07-03 05:03:45+00:00,434
2022-07-24 13:10:30+00:00,487
2022-08-14 21:17:15+00:00,458
2022-09-05 05:24:00+00:00,451
2022-09-26 13:30:45+00:00,434
2022-10-17 21:37:30+00:00,401
2022-11-08 05:44:15+00:00,498
2022-11-29 13:51:00+00:00,537
2022-12-20 21:57:45+00:00,371
2023-01-11 06:04:30+00:00,433
2023-02-01 14:11:15+00:00,459
2023-02-22 22:18:00+00:00,427
2023-03-16 06:24:45+00:00,426
2023-04-06 14:31:30+00:00,416
2023-04-27 22:38:15+00:00,470
2023-05-19 06:45:00+00:00,442
2023-06-09 14:51:45+00:00,354
2023-06-30 22:58:30+00:00,531
2023-07-22 07:05:15+00:00,391
2023-08-12 15:12:00+00:00,411
2023-09-02 23:18:45+00:00,550
2023-09-24 07:25:30+00:00,478
2023-10-15 15:32:15+00:00,428
2023-11-05 23:39:00+00:00,475
2023-11-27 07:45:45+00:00,439
2023-12-18 15:52:30+00:00,461
